Rank,Name,Platform,Year,Genre,Publisher
1578,Championship Manager 03/04,PC,2003,SPORTS,Eidos Interactive
14791,Lost Planet 2,PC,2010,SHOOTER,Capcom
12608,Crazy Chicken: Pharaoh's Treasure,DS,2007,PUZZLE,Phenomedia
12567,World Soccer Winning Eleven 9 (US sales),PSP,2005,SPORTS,Konami Digital Entertainment
13687,Chaos Head - Love Chu*Chu!,PSP,2011,ADVENTURE,5pb
12539,Xiaolin Showdown,PSP,2006,ACTION,Konami Digital Entertainment
7854,Monster 4x4: Stunt Racer,WII,2009,RACING,Ubisoft
7268,Growlanser: Heritage of War,PS2,2006,ROLEPLAYING,Rising Star Games
2582,Prince of Persia: Warrior Within,XB,2004,ACTION,Ubisoft
4603,ESPN NHL 2K5,XB,2004,SPORTS,Global Star
8713,Polaris SnoCross,PS,2000,RACING,Vatical Entertainment
6430,Summer Sports 2: Island Sports Party,WII,2008,SPORTS,Ubisoft
7530,Dark Messiah of Might and Magic Elements,X360,2008,ROLEPLAYING,Ubisoft
303,Namco Museum: 50th Anniversary,PS2,2005,MISC,Namco Bandai Games
8000,Fight Club,PS2,2004,FIGHTING,Vivendi Games
3514,Up,WII,2009,ACTION,THQ
8477,Leisure Suit Larry: Box Office Bust,X360,2009,ADVENTURE,Codemasters
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,MISC,Namco Bandai Games
5413,Star Ocean: Second Evolution,PSP,2008,ROLEPLAYING,Square Enix
10356,Jupiter Strike,PS,1994,SHOOTER,Acclaim Entertainment
13070,The Idolm@ster: Dearly Stars,DS,2009,ADVENTURE,Namco Bandai Games
10269,Mushroom Men: Rise of the Fungi,DS,2008,ACTION,SouthPeak Games
8194,Backyard Basketball,GBA,2004,SPORTS,Atari
15928,Professional Farmer 2016,PS4,2015,ACTION,Namco Bandai Games
1214,Warcraft III: The Frozen Throne,PC,2003,STRATEGY,Activision
9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,MISC,D3Publisher
10684,Star Wars: Lethal Alliance,DS,2006,ACTION,Ubisoft
14555,Popeye: Rush for Spinach,GBA,2005,PLATFORM,Atari
7554,Langrisser III,SAT,1996,STRATEGY,NCS
15675,NBA 07,PS2,2006,SPORTS,Sony Computer Entertainment
10248,Call of Juarez: The Cartel,PC,2011,SHOOTER,Ubisoft
5598,Tekken 6,PSP,2009,FIGHTING,Namco Bandai Games
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,ACTION,Disney Interactive Studios
2800,Yoshi,GB,1991,PUZZLE,Nintendo
6411,NFL Street 3,PSP,2006,SPORTS,Electronic Arts
3771,Conflict: Vietnam,PS2,2004,SHOOTER,SCi
11768,Jimmie Johnson's Anything With an Engine,PS3,2011,RACING,Konami Digital Entertainment
3976,Bleach: Soul Resurreccion,PS3,2011,FIGHTING,Nippon Ichi Software
2404,Vagrant Story,PS,2000,ROLEPLAYING,Crave Entertainment
12514,Mike Piazza's Strike Zone,N64,1998,SPORTS,GT Interactive
1637,Intelligent Qube,PS,1997,PUZZLE,Sony Computer Entertainment
4061,One Piece: Grand Battle!,PS,2001,FIGHTING,Atari
16477,Total War Attila: Tyrants & Kings,PC,2016,STRATEGY,Koch Media
10743,Zoo Tycoon (2013),X360,2013,SIMULATION,Microsoft Game Studios
2922,Skylanders: Trap Team,WIIU,2014,ACTION,Activision
6190,Dead or Alive,PS,1998,FIGHTING,Sony Computer Entertainment
11571,Evil Dead: Regeneration,XB,2005,ACTION,THQ
971,Beyond: Two Souls,PS3,2013,ADVENTURE,Sony Computer Entertainment
8056,Atari Anniversary Advance,GBA,2002,MISC,Atari
1883,Madden NFL 2004,XB,2003,SPORTS,Electronic Arts
15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,ADVENTURE,Alchemist
10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,ACTION,Spike
3434,Harvest Moon: Friends of Mineral Town,GBA,2003,SIMULATION,Ubisoft
10423,Power Pocket Koushien,DS,2005,SPORTS,Konami Digital Entertainment
5398,Harry Potter and the Half-Blood Prince,PS3,2009,ACTION,Electronic Arts
815,Need for Speed: ProStreet,X360,2007,RACING,Electronic Arts
9460,MX 2002 Featuring Ricky Carmichael,XB,2001,RACING,THQ
13864,A Ressha de Ikou DS,DS,2009,SIMULATION,ArtDink
6611,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,SPORTS,Axela
7972,Samurai Warriors 2: Empires,PS2,2006,ACTION,Tecmo Koei
1632,Fallout 4,PC,2015,ROLEPLAYING,Bethesda Softworks
3731,Middle-Earth: Shadow of Mordor,X360,2014,ACTION,Warner Bros. Interactive Entertainment
14838,Kawasaki Snowmobiles,WII,2008,RACING,Metro 3D
16194,Homeworld Remastered Collection,PC,N/A,STRATEGY,N/A
9125,Naruto RPG 2: Chidori vs Rasengan,DS,2005,ROLEPLAYING,Tomy Corporation
5987,Majin and the Forsaken Kingdom,PS3,2010,ADVENTURE,Namco Bandai Games
190,Mario & Sonic at the Olympic Games,DS,2008,SPORTS,Sega
5958,RealSports Boxing,_2600,1986,SPORTS,Atari
16577,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,WII,2008,RACING,Takara Tomy
807,Sim Theme Park,PC,1998,STRATEGY,Electronic Arts
7612,CSI: Unsolved!,DS,2010,ADVENTURE,Ubisoft
948,Jet Moto,PS,1996,RACING,Sony Computer Entertainment
8257,Gretzky NHL 2005,PS2,2004,SPORTS,Sony Computer Entertainment
15739,Memories Off: Yubikiri no Kioku,X360,2010,ADVENTURE,5pb
4872,Scooby-Doo! and the Spooky Swamp,DS,2010,ACTION,Warner Bros. Interactive Entertainment
9445,Dead to Rights: Reckoning,PSP,2005,SHOOTER,Electronic Arts
10886,Fishing Master World Tour,WII,2009,SPORTS,Hudson Entertainment
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,ACTION,Namco Bandai Games
9187,Frank Thomas Big Hurt Baseball,PS,1996,SPORTS,Acclaim Entertainment
10107,Pimp My Ride,WII,2008,RACING,Activision
12165,Chuugaku Eitango Target 1800 DS,DS,2006,MISC,IE Institute
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,ADVENTURE,Marvelous Interactive
701,Yokai Watch Busters,_3DS,2015,ACTION,Level 5
7081,Saka-Tsuku DS: Touch and Direct,DS,2008,SPORTS,Sega
3144,Max Payne 2: The Fall of Max Payne,XB,2003,SHOOTER,Take-Two Interactive
6467,Skylanders: SuperChargers,WII,2015,ACTION,Activision
12696,Burning Rangers,SAT,1998,PLATFORM,Sega
14432,Far East of Eden Shinden,NG,1995,FIGHTING,Hudson Soft
11491,Harry Potter and the Sorcerer's Stone,GC,2003,ACTION,Electronic Arts
9190,Sid Meier's Pirates!,XB,2005,STRATEGY,Take-Two Interactive
10549,Urban Chaos,PS,1999,ACTION,Eidos Interactive
12001,The Sims 2: Seasons,PC,2007,SIMULATION,Electronic Arts
2324,Harry Potter: Quidditch World Cup,PS2,2003,SPORTS,Electronic Arts
798,The Sims 2: Pets,DS,2006,SIMULATION,Electronic Arts
4087,Shrek the Third,PS2,2007,ACTION,Activision
12882,Famicom Mini: Dig Dug,GBA,2004,PUZZLE,Namco Bandai Games
6328,Disney's Chicken Little,GC,2005,PLATFORM,Disney Interactive Studios
8264,NHL 2K9,X360,2008,SPORTS,Take-Two Interactive
12351,Panzer Tactics,DS,2007,STRATEGY,10TACLE Studios
2510,Marvel: Ultimate Alliance,PS2,2006,ROLEPLAYING,Activision
12314,Another Code R: A Journey into Lost Memories,WII,2009,ADVENTURE,Nintendo
4632,Disney Infinity 2.0: Marvel Super Heroes,XONE,2014,ACTION,Disney Interactive Studios
2231,LEGO Jurassic World,PS3,2015,ACTION,Warner Bros. Interactive Entertainment
2831,God Eater,PSP,2010,ACTION,Unknown
16229,Victory Spike,PS,1996,SPORTS,Imagineer
15722,Suzunone Seven: Rebirth Knot,PS2,2010,ADVENTURE,Alchemist
11658,Man vs. Wild,WII,2011,ACTION,Crave Entertainment
2050,Guitar Hero: Warriors of Rock,WII,2010,MISC,Activision
11857,Digimon World Championship,DS,2008,ROLEPLAYING,Namco Bandai Games
13991,Fatal Fury: Battle Archives Volume 1,PS2,2006,FIGHTING,Ignition Entertainment
13438,Plants vs. Zombies: Garden Warfare 2,PC,2016,SHOOTER,Electronic Arts
10748,Derby Jockey 2,SNES,1995,SPORTS,Asmik Corp
15065,GT Legends,PC,2005,RACING,Atari
6007,From TV Animation One Piece: Treasure Battle!,GC,2002,FIGHTING,Namco Bandai Games
4213,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,ADVENTURE,Disney Interactive Studios
15752,Abunai: Koi no Sousa Shitsu,PSV,2015,ACTION,Asgard
15153,Rocket League,PC,2016,SPORTS,505 Games
14128,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,ACTION,Namco Bandai Games
3459,Titanfall,PC,2014,SHOOTER,Electronic Arts
901,MX Unleashed,PS2,2004,RACING,THQ
8836,World League Soccer,SNES,1991,SPORTS,Imagineer
6669,Midway's Greatest Arcade Hits,GBA,2001,MISC,Midway Games
10810,Natural Doctrine,PS4,2014,ROLEPLAYING,Nippon Ichi Software
10481,May's Mystery: Forbidden Memories,DS,2011,PUZZLE,Mastertronic
153,Tekken 2,PS,1996,FIGHTING,Sony Computer Entertainment
12323,Zill O'll Infinite Plus,PSP,2009,ROLEPLAYING,Tecmo Koei
12798,Elemental Gearbolt,PS,1997,SHOOTER,Sony Computer Entertainment
14685,Metal Saga: Hagane no Kisetsu,DS,2006,ROLEPLAYING,Success
13348,Game of Thrones (Telltale),PS4,2015,ADVENTURE,Telltale Games
14941,Stake: Fortune Fighters,XB,2003,FIGHTING,Metro 3D
13055,Secret Files: Tunguska,DS,2008,ADVENTURE,Deep Silver
2022,Bomberman,NES,1985,PUZZLE,Hudson Soft
6542,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,ACTION,Ubisoft
14463,Blokus Portable: Steambot Championship,PSP,2006,PUZZLE,Majesco Entertainment
7289,Sports Car GT,PS,1999,RACING,Electronic Arts
10043,Taito Legends,PS2,2005,MISC,Empire Interactive
9250,The Amazing Race,WII,2010,MISC,Ubisoft
8036,Jurassic Park III: Island Attack,GBA,2001,ADVENTURE,Konami Digital Entertainment
8516,King's Field,PS,1995,ROLEPLAYING,Sony Computer Entertainment
9849,Space Chimps,PS2,2008,PLATFORM,Brash Entertainment
13942,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,ADVENTURE,Sony Computer Entertainment
16153,Accel World: Kasoku no Chouten,PSP,2013,ADVENTURE,Namco Bandai Games
842,Dead Space,PS3,2008,ACTION,Electronic Arts
1767,Bad Boys: Miami Takedown,PS2,2004,SHOOTER,Empire Interactive
4676,NBA Jam,PS2,2003,SPORTS,Acclaim Entertainment
14520,Tenka-bito,PS2,2006,STRATEGY,Sega
2055,Rayman Legends,PS4,2014,PLATFORM,Ubisoft
7309,Digimon World Re:Digitize,PSP,2012,ACTION,Namco Bandai Games
16527,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,ADVENTURE,Russel
14406,Darkstalkers Resurrection,PS3,2013,FIGHTING,Capcom
4497,Dora the Explorer: Dora Puppy,DS,2009,MISC,Take-Two Interactive
10910,Generator Rex: Agent of Providence,WII,2011,ACTION,Activision
4135,Tomb Raider: Underworld,WII,2008,ACTION,Eidos Interactive
15332,Hellgate: London,PC,2007,ROLEPLAYING,Electronic Arts
13405,City Life: World Edition,PC,2007,SIMULATION,Monte Christo Multimedia
7799,Descent,PS,1996,SHOOTER,Interplay
1928,Pro Evolution Soccer 2008,X360,2007,SPORTS,Konami Digital Entertainment
3322,Harry Potter and the Goblet of Fire,GBA,2005,ACTION,Electronic Arts
2616,Dragon Quest Monsters 2,_3DS,2014,ROLEPLAYING,Square Enix
15919,Powerbike,DS,2009,RACING,Majesco Entertainment
1356,Cabela's Big Game Hunter,PS2,2002,SPORTS,Activision
1941,Aliens vs Predator,X360,2010,SHOOTER,Sega
10768,Guilty Gear Isuka,PS2,2004,FIGHTING,505 Games
5346,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,FIGHTING,Namco Bandai Games
6360,The Penguins of Madagascar,DS,2010,ACTION,THQ
5245,Defiance,PS3,2013,SHOOTER,Trion Worlds
7381,Quake III: Revolution,PS2,2001,SHOOTER,Electronic Arts
1177,High School Musical 3: Senior Year,DS,2008,MISC,Disney Interactive Studios
9820,Rocket: Robot on Wheels,N64,1999,PLATFORM,Ubisoft
9836,MX vs. ATV Untamed,DS,2007,RACING,THQ
668,The Incredibles,PS2,2004,ACTION,THQ
3105,Wall-E,PSP,2008,PLATFORM,THQ
11389,J-League Winning Eleven 2009: Club Championship,PS2,2009,SPORTS,Konami Digital Entertainment
7232,Viewtiful Joe 2,GC,2004,ACTION,Capcom
12706,Blade Dancer: Lineage of Light,PSP,2006,ROLEPLAYING,Atari
4005,Dynasty Warriors: Gundam 2,PS3,2008,ACTION,Namco Bandai Games
51,Super Mario Land 2: 6 Golden Coins,GB,1992,ADVENTURE,Nintendo
11930,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,MISC,Konami Digital Entertainment
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,ROLEPLAYING,Arika
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,SHOOTER,Sony Computer Entertainment
13580,SX Superstar,XB,2003,RACING,Acclaim Entertainment
5312,Need for Speed Carbon,GC,2006,RACING,Electronic Arts
410,Assassin's Creed Syndicate,PS4,2015,ACTION,Ubisoft
5248,Frogs And Flies,_2600,1981,ACTION,Mattel Interactive
12202,Fantasy Aquarium World,WII,2009,SIMULATION,Destineer
9641,Mega Man X Collection,GC,2006,MISC,Capcom
10519,ESA Game Pack,PS3,2010,MISC,Sony Computer Entertainment
2517,Amped: Freestyle Snowboarding,XB,2001,SPORTS,Microsoft Game Studios
10247,Planet 51,X360,2009,ACTION,Sega
6227,Indiana Jones and the Staff of Kings,PS2,2009,ACTION,Activision
4515,Minecraft,WIIU,2016,MISC,Microsoft Game Studios
8662,FIFA Soccer 97,PS,1996,SPORTS,Electronic Arts
861,Sonic Classic Collection,DS,2010,PLATFORM,Sega
5463,Ape Escape Academy,PSP,2004,MISC,Sony Computer Entertainment
15180,Love Once: Mermaid's Tears,PS3,2011,ADVENTURE,Unknown
15991,Don Bradman Cricket 14,X360,2014,SPORTS,Tru Blu Entertainment
14805,Medal of Honor: Vanguard,PS2,2007,SHOOTER,Electronic Arts
5832,Ehrgeiz,PS,1998,FIGHTING,SquareSoft
16293,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,ADVENTURE,Prototype
4756,'98 Koshien,PS,1998,SPORTS,Magical Company
12115,Dragoneer's Aria,PSP,2007,ROLEPLAYING,Tecmo Koei
14314,Silverlicious,DS,2012,ACTION,N/A
12290,Paws & Claws: Marine Rescue,DS,2011,SIMULATION,THQ
12885,Adventure Time: Finn & Jake Investigations,WIIU,2015,ACTION,Little Orbit
11889,Elements of Destruction,DS,2007,STRATEGY,THQ
608,Space Invaders,_2600,N/A,SHOOTER,Atari
11343,Tokimeki Memorial: Girl's Side,PS2,2002,ADVENTURE,Konami Digital Entertainment
16568,Teslagrad,PSV,2015,PLATFORM,Rain Games
3590,Tony Hawk's Proving Ground,X360,2007,SPORTS,Activision
15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,MISC,Yamasa Entertainment
1103,Max Payne 3,X360,2012,SHOOTER,Take-Two Interactive
5013,NCAA Football 08,PS3,2007,SPORTS,Electronic Arts
14222,Call of Juarez: Bound in Blood,PC,2009,SHOOTER,Ubisoft
2966,The Lord of the Rings: The Return of the King,GC,2003,ACTION,Electronic Arts
4222,Godzilla: Save the Earth,PS2,2004,FIGHTING,Atari
1147,Buzz! The Music Quiz,PS2,2005,MISC,Sony Computer Entertainment
14717,Little Bears,DS,2009,SIMULATION,RTL
13829,Herc's Adventures,PS,1997,ACTION,Virgin Interactive
766,R.C. Pro-Am,NES,1988,RACING,Nintendo
9788,Go! Sudoku,PSP,2005,PUZZLE,Sony Computer Entertainment
16050,Rayman Raving Rabbids,PC,2006,MISC,Ubisoft
13807,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,ADVENTURE,Konami Digital Entertainment
9324,Little League World Series Baseball 2009,DS,2009,SPORTS,Activision
15747,Cross + Channel,PSP,2010,ADVENTURE,CyberFront
5747,Panzer Dragoon II Zwei,SAT,1995,SHOOTER,Sega
251,The Elder Scrolls IV: Oblivion,X360,2006,ROLEPLAYING,Take-Two Interactive
9758,Daikaijyuu Monogatari II,SNES,1996,ROLEPLAYING,Hudson Soft
10307,Hellboy: The Science of Evil,X360,2008,ACTION,Konami Digital Entertainment
12676,Resident Evil 2,GC,2003,ACTION,Capcom
537,Monster Hunter Tri,_3DS,2011,ROLEPLAYING,Nintendo
7929,Daigasso! Band Brothers,DS,2004,MISC,Nintendo
68,Call of Duty: Ghosts,PS3,2013,SHOOTER,Activision
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,_3DS,2015,ACTION,Namco Bandai Games
6793,Dreamcast Collection,X360,2011,MISC,Sega
4402,Mario Tennis Ultra Smash,WIIU,2015,SPORTS,Nintendo
2816,Katamari Damacy,PS2,2004,PUZZLE,Namco Bandai Games
16363,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,ADVENTURE,Idea Factory
13972,Rugby World Cup 2015,PSV,2015,SPORTS,Ubisoft
6863,NBA Live 10,PSP,2009,SPORTS,Electronic Arts
12016,Gintama DS: Yorozuya Daisoudou,DS,2006,ACTION,Namco Bandai Games
9842,Rocksmith,PC,N/A,MISC,Unknown
14988,Diabolik Lovers: Vandead Carnival,PSV,2014,ACTION,Idea Factory
11169,Lego Star Wars: The Force Awakens,WIIU,2016,ACTION,Warner Bros. Interactive Entertainment
5106,Tom Clancy's The Division,PC,2016,SHOOTER,Ubisoft
9629,Dynasty Warriors: Gundam Reborn,PSV,2013,ACTION,Namco Bandai Games
2469,Street Fighter X Tekken,PS3,2012,FIGHTING,Capcom
5068,Toukiden: The Age of Demons,PSV,2013,ACTION,Tecmo Koei
13044,Downforce,PS2,2002,RACING,Avalon Interactive
13518,FIFA Street 2,DS,2006,SPORTS,Electronic Arts
11136,The Suffering: Ties That Bind,XB,2005,ACTION,Midway Games
3359,Puyo Puyo Sun,SAT,1997,PUZZLE,Compile
4499,Madden NFL 2002,N64,2001,SPORTS,Electronic Arts
7721,Marvel Super Hero Squad: Comic Combat,WII,2011,ACTION,THQ
13886,Halo: Combat Evolved,PC,2003,SHOOTER,Microsoft Game Studios
3538,Grease,WII,2010,MISC,505 Games
6096,Ratatouille: Food Frenzy,DS,2007,PUZZLE,THQ
12056,Xbox Live Arcade Unplugged Volume 1,X360,2006,MISC,Microsoft Game Studios
6552,MLB 09: The Show,PSP,2009,SPORTS,Sony Computer Entertainment
7692,Resident Evil: Revelations,WIIU,2013,ACTION,Capcom
2849,Super Monkey Ball Jr.,GBA,2002,PUZZLE,Atari
15960,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,ADVENTURE,D3Publisher
9568,Portal Runner,PS2,2001,PLATFORM,3DO
5273,Suikoden V,PS2,2006,ROLEPLAYING,Konami Digital Entertainment
5743,Pro Evolution Soccer 2013,X360,2012,SPORTS,Konami Digital Entertainment
7426,Angel Blade: Neo Tokyo Guardians,PS,1997,ROLEPLAYING,On Demand
2179,South Park: The Stick of Truth,X360,2014,ROLEPLAYING,Ubisoft
12488,Summon Night 2,DS,2008,ROLEPLAYING,Namco Bandai Games
1404,Bravely Default: Flying Fairy,_3DS,2012,ROLEPLAYING,Nintendo
7443,JSRF: Jet Set Radio Future,XB,2002,ACTION,Sega
14812,Alien Breed Trilogy,X360,2011,SHOOTER,Mastertronic
11583,Assassin's Creed Chronicles,PS4,2016,ACTION,Ubisoft
6140,Marvel Nemesis: Rise of the Imperfects,XB,2005,FIGHTING,Electronic Arts
4539,EyeToy: AntiGrav,PS2,2004,SPORTS,Sony Computer Entertainment
12336,Famicom Mini: Balloon Fight,GBA,2004,ACTION,Nintendo
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,ACTION,Takara
658,Guitar Hero,PS2,2005,MISC,RedOctane
7585,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,MISC,Namco Bandai Games
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,SHOOTER,Ubisoft
10944,Dragon Tales: Dragon Seek,PS,2000,PLATFORM,Ubisoft
6805,Namco Tennis Smash Court,PS,1995,SPORTS,Sony Computer Entertainment
8174,Tales of the Tempest,DS,2006,ROLEPLAYING,Namco Bandai Games
15147,Overlord,PC,2007,STRATEGY,Codemasters
3174,LEGO Dimensions,PS4,2015,ACTION,Warner Bros. Interactive Entertainment
3571,The Sims: Bustin' Out,XB,2003,SIMULATION,Electronic Arts
191,Medal of Honor: Rising Sun,PS2,2003,SHOOTER,Electronic Arts
9235,FIFA 06 Soccer,GC,2005,SPORTS,Electronic Arts
3316,Major League Baseball 2K9,X360,2009,SPORTS,Spike
15537,Urban Chaos: Riot Response,XB,2006,SHOOTER,Eidos Interactive
4374,Shin Megami Tensei: Persona 3,PS2,2006,ROLEPLAYING,Tecmo Koei
16598,SCORE International Baja 1000: The Official Game,PS2,2008,RACING,Activision
11205,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,ACTION,Little Orbit
5855,Neopets: The Darkest Faerie,PS2,2005,ADVENTURE,Sony Computer Entertainment
11834,NOëL: La Neige,PS,1998,ADVENTURE,Pioneer LDC
12972,Tenchu: Dark Secret,DS,2006,ACTION,From Software
14818,Renegade Racers,PS,1999,RACING,Interplay
6086,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,ROLEPLAYING,Square Enix
14612,Attack on Titan (KOEI),XONE,2016,ACTION,Tecmo Koei
11358,LEGO Soccer Mania,PS2,2002,SPORTS,Electronic Arts
8457,NCAA Basketball 09,PS3,2008,SPORTS,Electronic Arts
67,Final Fantasy VII,PS,1997,ROLEPLAYING,Sony Computer Entertainment
196,Guitar Hero II,PS2,2006,MISC,RedOctane
12238,"Warhammer 40,000: Squad Command",DS,2007,STRATEGY,THQ
14448,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,ADVENTURE,Idea Factory
3286,NBA 2K9,PS3,2008,SPORTS,Take-Two Interactive
10467,Happy Feet Two,PS3,N/A,ACTION,Warner Bros. Interactive Entertainment
10917,Ninja Gaiden Black,XB,2005,ACTION,Microsoft Game Studios
4389,Tony Hawk's Proving Ground,PS3,2007,SPORTS,Activision
5297,Star Wars: Flight of the Falcon,GBA,2003,ACTION,THQ
614,Marvel: Ultimate Alliance,X360,2006,ROLEPLAYING,Activision
15484,Agatha Christie's The ABC Murders,PS4,2016,ADVENTURE,Microids
4088,Metal Gear Solid HD Edition,PSV,2012,ACTION,Konami Digital Entertainment
13944,Little Red Riding Hood's Zombie BBQ,DS,2008,SHOOTER,Destineer
1545,Assassin's Creed Syndicate,XONE,2015,ACTION,Ubisoft
318,Namco Museum Vol.1,PS,1995,MISC,Sony Computer Entertainment
3554,XIII,PS2,2003,SHOOTER,Ubisoft
16275,Chaos Head Noah,PSV,2014,ADVENTURE,5pb
6387,Dora the Explorer: Dora Saves the Crystal Kingdom,WII,2009,MISC,Take-Two Interactive
15836,Kao the Kangaroo Round 2,GC,2005,PLATFORM,JoWood Productions
15926,Pillars of Eternity,PC,2014,ROLEPLAYING,Paradox Interactive
15966,Ship Simulator 2008,PC,2007,SIMULATION,Lighthouse Interactive
7346,Baja: Edge of Control,PS3,2008,RACING,THQ
15642,Lara Croft and the Temple of Osiris,PC,2014,ACTION,Square Enix
5587,Resident Evil: Revelations 2,PS3,2015,ACTION,Capcom
8228,Fairytale Fights,PS3,2009,ACTION,Playlogic Game Factory
12271,July,DC,1998,ADVENTURE,Fortyfive
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,SIMULATION,Activision
13960,Pia Carrot e Youkoso!! 2.5,DC,2008,ADVENTURE,NEC Interchannel
9657,Geometry Wars: Galaxies,WII,2007,SHOOTER,Vivendi Games
6494,Need for Speed: Most Wanted,GBA,2005,RACING,Electronic Arts
4455,Sin and Punishment: Star Successor,WII,2009,SHOOTER,Nintendo
2435,NBA 2K8,X360,2007,SPORTS,Take-Two Interactive
4655,Zack & Wiki: Quest for Barbaros' Treasure,WII,2007,ADVENTURE,Nintendo
9236,Rayman Arena,GC,2002,RACING,Ubisoft
6904,XS Airboat Racing,PS,2002,RACING,XS Games
3386,Rayman Origins,PSV,2012,PLATFORM,Ubisoft
13145,The Lost Treasures of Alexandria,DS,2011,PUZZLE,Unknown
10939,I-Ninja,GC,2003,PLATFORM,Namco Bandai Games
15412,Deus Ex: Mankind Divided,PC,2016,ROLEPLAYING,Square Enix
14137,Maximum Racing: Drag & Stock Racer,WII,2010,RACING,Nordic Games
5043,DiRT 2,WII,2009,RACING,Codemasters
11806,Tropico 5,X360,2014,SIMULATION,Kalypso Media
5269,Backyard Baseball 2006,GBA,2005,SPORTS,Atari
16398,LMA Manager 2007,X360,2006,SPORTS,Codemasters
4342,World Stadium 2,PS,1998,SPORTS,Namco Bandai Games
14526,Robo Pit,PS,1995,FIGHTING,Kokopeli Digital Studios
5628,Dance Dance Revolution Universe,X360,2007,SIMULATION,Konami Digital Entertainment
1385,Far Cry 2,PS3,2008,ACTION,Ubisoft
7170,Madden NFL 12,PSP,2011,SPORTS,Electronic Arts
3076,Fist of the North Star: Ken's Rage,PS3,2010,ACTION,Ubisoft Annecy
2678,My Baby Girl,DS,2008,SIMULATION,Nobilis
11405,My English Coach: Para Hispanoparlantes,DS,2009,MISC,Ubisoft
843,Call of Duty 2,X360,2005,SHOOTER,Activision
